CheeseId,CheeseNameEn,CheeseNameFr,ManufacturerNameEn,ManufacturerNameFr,ManufacturerProvCode,ManufacturingTypeEn,ManufacturingTypeFr,WebSiteEn,WebSiteFr,FatContentPercent,MoisturePercent,ParticularitiesEn,ParticularitiesFr,FlavourEn,FlavourFr,CharacteristicsEn,CharacteristicsFr,RipeningEn,RipeningFr,Organic,CategoryTypeEn,CategoryTypeFr,MilkTypeEn,MilkTypeFr,MilkTreatmentTypeEn,MilkTreatmentTypeFr,RindTypeEn,RindTypeFr,LastUpdateDate
1957,,Feta de brebis (Alexis de Portneuf),,Alexis de Portneuf (Saputo),QC,Industrial,Industrielle,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=3084,55,23,Greek style Feta,Fromage Feta style grecque,Slightly salty and tangy taste,Saveur légèrement salée et piquante,"Pâte blanchâtre douce, crémeuse, finement texturée et friable, immergé dans la saumure","Soft whitish body that is creamy, fine in texture and crumbly immersed in brine",,,0,Soft Cheese,Pâte molle,Ewe,Brebis,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1958,,doré-mi,,Alexis de Portneuf (Saputo),QC,Industrial,Industrielle,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=3084,22,52,An excellent cheese you can grill without the melt,Excellent fromage à griller qui ne se répand pas lorsqu'il cuit,Fresh subtle taste of oriental spices and exotic flavourings,Goût frais et subtile d'épices orientales et d'aromates oxotiques,"It is quite firm and dense, not very porous and milky white in color",Fromage peu poreux et dense de couleur blanc lait,Unripened,Non-affiné,0,Fresh Cheese,Pâte fraîche,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1959,,Saint-Raymond (Le),,Alexis de Portneuf (Saputo),QC,Industrial,Industrielle,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=3084,55,20,,,A hazelnut taste accompanied by a woody fruity touch,Au goût de noisettes puis une note boisée et fruitée,"Orangy-red, hardly moist rind and a supple ivory body","Une croûte rouge orangée, à peine humide et une pâte souple",,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1960,,Sauvagine (La),,Alexis de Portneuf (Saputo),QC,Industrial,Industrielle,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=3084,32,52,2006 Canadian Cheese Grand Prix category winner,Champion de catégorie au Grand prix des fromages Canadiens 2006,Fresh butter taste with a hint of mushrooms,Goût de beurre frais puis note de champignons,Cheese with a moist and supple rind that ripens from the outside in and a runny ivory body,Fromage a croûte humide et souple qui s'affine vers l'intérieur et pâte ivoire coulante,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1961,,Caronzola,,Alexis de Portneuf (Saputo),QC,Industrial,Industrielle,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=3084,37,45,A mixture of blue and soft cheese,Un mélange de blue et de fromage à pâte molle,Mild tasting,Doux au goût,An ivory coloured cheese delicately laced with Penicillium Roqueforti and covered in a white coat,Sa pâte ivoire est légèrement persillée de Penicillium Roqueforti et enrobée d'un duvet blanc,,,0,Veined Cheeses,Pâte persillée,Cow,Vache,Raw Milk,Lait cru,Bloomy Rind,Croûte fleurie,2016-02-03
1962,,Météorite,,Alexis de Portneuf (Saputo),QC,Industrial,Industrielle,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=3084,45,37,Ash covered surface,Cendré affiné en surface,Delicate blue taste and creamy flavour,Goût délicat de blue avec saveur de crème,Creamy and supple unique textured blue-veined body,"Pâte souple et crèmeuse, persillé de blue lui confère un caractère unique",,,0,Veined Cheeses,Pâte persillée,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1963,,Roche Noire (La),,Alexis de Portneuf (Saputo),QC,Industrial,Industrielle,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=4105,http://www.alexisdeportneuf.com/Default.aspx?rdr=trueandLangType=3084,23,48,World champion  in it's category  at the World Cheese Awards in 2009  Champion in it's category at Caseus in 2010  Champion in it's category at Royal Agricultural Winter Fair 2010,Champion mondial dans sa catégorie au World Cheese Awards en 2009  Champion dans sa catégorie au Caseus en 2010  Champion dans sa catégorie au Royal Agricultural Winter Fair 2010,A strong blue,Fromage blue corsé,A firm cheese with delicate blue veins of Penicillium roqueforti and a melt in your mouth quality,"Fromage à pâte ferme, fondant en bouche avec de petites veines de Penicillium roqueforti",,,0,Veined Cheeses,Pâte persillée,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1964,,Emmental St-Guillaume,,Agrilait Coopérative Agricole,QC,Industrial,Industrielle,http://www.agrilaitcoop.com/index.php?l=1,http://www.agrilaitcoop.com/index.php?l=0,27,40,Lactose free,Sans lactose,Has a nut taste,À saveur de noisette,Smooth and flexible surface with round eyes distributed in the body,Surface lisse et flexible avec des yeux ronds distribués dans la pâte,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1965,,Cantolait,,Agrilait Coopérative Agricole,QC,Industrial,Industrielle,http://www.agrilaitcoop.com/index.php?l=1,http://www.agrilaitcoop.com/index.php?l=0,33,39,,,Strong notes of butter and caramel,Goût corsé de beurre et de caramel,"Surface ripened, it has a supple and smooth texture",Affiné en surface avec une texture lisse et souple,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1966,,Brie Paysan,,Fromagerie du Presbytère,QC,Farmstead,Fermière,,http://www.fromageriedupresbytere.com,24,52,Made with whole organic milk,Fait de lait entier biologique,Flavours of warm cream with a vegetable note,Arômes généreux de crème chaude aux notes végétales,"Has a smooth, melting paste",Pâte onctueuse et fondante,30 days,30 jours,1,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1967,,Laliberté (triple crème),,Fromagerie du Presbytère,QC,Farmstead,Fermière,,http://www.fromageriedupresbytere.com,36,50,2011 Winner in it's category at Selection Caseus    2011 Winner in People's favorite award at Selection Caseus,Champion dans sa catégorie en 2011 à Sélection Caseus    Champion du Grand Prix du public en 2011 à Sélection Caseus,Exquisite creamy mushroom flavor,Arômes exquis de champignons à la crème,Melting paste,Pâte fondante,30 days,30 jours,1,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1968,Figaro (The),,Glengarry Fine Cheese,,ON,Artisan,Artisanale,http://http://www.glengarryfinecheese.com,,,,"Hand-ladled, not pressed, it drains naturally over a 24 hour period","Moulé à la louche, non pressé, égoûté naturellement sur une periode de 24 heures","Fresh, lactic and mushroomy flavour","Saveur fraîche, lactique avec des arômes de champigons",The rind will change from white to golden colour with aging and will become more wrinkled and viscous.,La croûte deviendra une couleur dorée et sera plus ridé et visqueux,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-04-14
1969,Barely Blue (The),,Glengarry Fine Cheese,,ON,Artisan,Artisanale,http://http://www.glengarryfinecheese.com,,,,,,"Mild,delicate blue flavour",Saveur délicate de blue,Delicately veined surface ripened blue cheese.  The rind is mottled grey in colour and the paste is supple and smooth.,Fromage affiné en surface et légèrement persillé de veine blue. La croûte est grise chinée et la pâte lisse et souple,,,0,Veined Cheeses,Pâte persillée,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-04-14
1970,Celtic Blue (The),,Glengarry Fine Cheese,,ON,Artisan,Artisanale,http://http://www.glengarryfinecheese.com,,,,Grand Champion in all categories as well as in it's category at the American Cheese Society in 2015.   Limestone coloured natural rind,Grand Champion dans toutes les catégories ainsi que dans sa catégorie au American Cheese Society en 2015.  Croûte naturelle de couleur calcaire,The typical blue taste is not aggressive and is softened by a buttery aroma,Le goût typique du bleu es non aggressif et est adoucit par une arôme de beurre,Soft creamy blue cheese,Fromgae bleu crémeux et mouelleux,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-04-14
1971,Alexandrin (The),,Glengarry Fine Cheese,,ON,Artisan,Artisanale,http://http://www.glengarryfinecheese.com,,,,,,The flavour is sweet with a tinge of yeasty and floral aroma,La saveur est sucrée avec un soupçonde levure et de la flore,A semi-soft cheese with a supple and creamy texture,À pâte semi-molle avec une texture souple et crémeuse,2-4 months,2-4 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,,,Washed Rind,Croûte lavée,2016-04-14
1972,Fleur-en-Lait (The),,Glengarry Fine Cheese,,ON,Artisan,Artisanale,http://http://www.glengarryfinecheese.com,,,,,,Delicate taste with a robust sweet and fruity flavour,Goût délicat à saveur robuste sucré et fruité,Is a semi-soft cheese with  thin bright orange washed rind,Demi-mou avec une croûte mince de couleur orange vif,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-04-14
1973,Big Brother,,Glengarry Fine Cheese,,ON,Artisan,Artisanale,http://http://www.glengarryfinecheese.com,,,,,,Rich buttery colour and flavour that lingers in the mouth,Saveur et couleur de beurre qui s'attarde dans la bouche,Robust washed rind cheese with lots of character,Fromage robuste à croûte lavée avec beaucoup de charactère,3-4 months,3-4 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-04-14
1974,Devil's Rock (Creamy Blue Cheese),,Thornloe Cheese (Gencor Foods),,ON,Industrial,Industrielle,http://www.thornloecheese.ca,http://www.thornloecheese.ca/Francais/default.aspx,31,38,It has unique pyramid shape sealed in a black wax casing,Il est scellé dans une enveloppe de cire nor et il est fait d'une unique forme en pyramide,A complexity of flavours ranging form salty to sweet and an overall tangy freshness with a creamy finish,Une complexité de saveurs allant de salé à sucré et d'une fraîcheur acidulé avec une finition crémeuse,"Has a creamy, smooth texture",Texture crémeuse et lisse,,,0,,,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1975,Casey (Blue Cheese),,Thornloe Cheese (Gencor Foods),,ON,Industrial,Industrielle,http://www.thornloecheese.ca,http://www.thornloecheese.ca/Francais/default.aspx,28,42,This cheese is not pressed which alows it to be crumbly and flakey,"Ce fromage n'est pas pressé, lui permettant d'êre floconneux et friable",Creamy sharp taste,Au goût crémeux et piquant,Creamy cheese marbled with rich blue veins,"Fromage crémeux, persillé de veines bleues",6 weeks,6 semaines,0,Veined Cheeses,Pâte persillée,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1976,Harley (Blue Goat Cheese),,Thornloe Cheese (Gencor Foods),,ON,Industrial,Industrielle,http://www.thornloecheese.ca,http://www.thornloecheese.ca/Francais/default.aspx,24,42,,,Sharp taste,Saveur piquante,Is a goat cheese with blue veining,Un fromage de chèvre a pâte persillé,,,0,Veined Cheeses,Pâte persillée,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
1977,Charlton,,Thornloe Cheese (Gencor Foods),,ON,Industrial,Industrielle,http://www.thornloecheese.ca,http://www.thornloecheese.ca/Francais/default.aspx,32,37,Crotonese type cheese formed in the traditional woven molds that give the rind a woven basket pattern,Un fromage de type Crotonese moulé de façon traditionnel dans des moules qui donne une apparance de panier tressé,Has a sharp robust flavour,Une saveur robuste et piquante,Creamy white body,Pâte blanc crème,,,0,Hard Cheese,Pâte dure,Goat,Chèvre,,,,,2016-02-03
1978,,Evanturel,Thornloe Cheese (Gencor Foods),,ON,Industrial,Industrielle,http://www.thornloecheese.ca,http://www.thornloecheese.ca/Francais/default.aspx,24,46,Hand made,Fait à la main,Creamy mushroom flavour,Saveur crémeuse de champignon,Has a striking streak of vegetable ash running through it,Une rayure frappante de cendre végétale qui traverse le milieu,,,0,Soft Cheese,Pâte molle,Cow,Vache,,,Bloomy Rind,Croûte fleurie,2016-02-03
1979,Temiskaming,Temiskaming,Thornloe Cheese (Gencor Foods),,ON,Industrial,Industrielle,http://www.thornloecheese.ca,http://www.thornloecheese.ca/Francais/default.aspx,26,40,,,"Flavourful cheese that is slightly sharp, yet mellow and creamy",Savoureux et légèrement piquant ce fromage est moelleux et crémeux,Has a golden yellow body with small eyes,Une pâte dorée avec des petits yeux,,,0,Soft Cheese,Pâte molle,Cow,Vache,,,,,2016-02-03
1980,,Sein d'Hélène (Le),,Moutonnière (La),QC,Farmstead,Fermière,http://www.lamoutonniere.com/index_ang.html,http://www.lamoutonniere.com,,,The shape serves to represent the mountainous region it comes from,La forme du formange représente la région montagneuse d'ont il vient,"Tangy, creamy flavour",Crémeux et acidulé,,,4 months,4 mois,0,,,Ewe and Cow,Brebis et vache,,,,,2016-02-03
1981,Goat Cups (Celebrity International),,Mariposa Dairy,,ON,Farmstead,Fermière,http://www.mariposadairy.ca/,,19,65,The plain cheese is both kosher and halal,Le fromage nature est à la fois casher et halal,"It comes in plain, mango chutney and pesto","Est disponible nature, au chutney de mangue et au pesto",Soft and spreadable goat cheese,Fromage de chèvre moeulleux et tartinable,Unriped,Non-affiné,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1982,Goat Feta (Celebrity International),,Mariposa Dairy,,ON,Farmstead,Fermière,http://www.mariposadairy.ca/,,27,46,,,Mediterranean style,Style méditerranéen,,,3 months,3 mois,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1983,Goat Mozzarella (Celebrity Interantional),,Mariposa Dairy,,ON,Farmstead,Fermière,http://www.mariposadairy.ca/,,30,40,Good for lactose intolerant diets,Bon pour un régime de l'intolérance au lactose,,,,,4 months,4 mois,0,Hard Cheese,Pâte dure,Goat,Chèvre,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1984,Goat Cheese (Celebrity International),,Mariposa Dairy,,ON,Farmstead,Fermière,http://www.mariposadairy.ca/,,,,Champion in it's category at the American Cheese Society in 2015.  Is both kosher and halal,Champion dans sa catégorie au American Cheese Society en 2015.  Il est à la fois casher et halal,"It is available in cranberry with cinnamon, bueberry with cinnamon, honey, fig, dill herb coat, mediterranean (brushetta style) and plain","Il est disponble au canneberge et cannelle, bleuet et cannelle, au miel, au figue, à l'aneth et herbe, méditérranéen (style brushetta) et nature",,,Unripened,Non-affiné,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1992,,Métayères (Les),,Fromagerie du Champ à la Meule,QC,Farmstead,Fermière,,,28,46,,,Creamy lactic flavour,Saveurs lactiques crémeuses,,,60 days,60 jours,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Thermised,Thermisé,Washed Rind,Croûte lavée,2016-02-03
1993,,Amateur (L'),,Fromagerie du Champ à la Meule,QC,Farmstead,Fermière,,,28,46,,,Fruit and nut flavour,Saveur de fruits et de noix,,,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Thermised,Thermisé,,,2016-02-03
1994,,Petite Folie (La),,Fromagerie Les Folies Bergères (La),QC,Artisan,Artisanale,,http://www.lafromagerielesfoliesbergeres.ca,18,63,Champion in its category at Caseus in 2012,Champion dans sa catégorie au Caseus en 2012,"It comes in the following flavors: plain, herbed or roasted red peppers","Il est disponible dans les saveurs suivantes: nature, aux herbes ou aux piments rouges rôtis",Cream cheese,Fromage à la crème,unripened,non-affiné,0,Soft Cheese,Pâte molle,Ewe,Brebis,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1995,,Tentation de Laurier (La),,Fromagerie 1860 DuVillage (Saputo),QC,Industrial,Industrielle,,,38,48,First prize winner in it's category at the American Cheese Society Competition in 2012,Gagnant du premier prix dans sa catégorie au American Cheese Society Competition en 2012,Butter flavour,Saveur de beurre,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,,,Washed Rind,Croûte lavée,2016-02-03
1996,,Tomme de Monsieur Séguin (La),,Fromagerie Fritz Kaiser,QC,Artisan,Artisanale,http://www.fkaiser.com/welcome.htm,http://www.fkaiser.com/bienvenue.htm,25,50,Made of mixed milks 50% cow milk and 50% goat's milk,Fabriqué de lait mélangé 50% lait de vache et 50% de lait de chèvre,A mild taste of almonds,Un léger goût d'amandes,,,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow and Goat,Vache et chèvre,,,Washed Rind,Croûte lavée,2016-02-03
1997,,Vacherin Fri-Charco,,Fromagerie Fritz Kaiser,QC,Artisan,Artisanale,http://www.fkaiser.com/welcome.htm,http://www.fkaiser.com/bienvenue.htm,24,44,,,A hazelnut and salted butter flavour,Saveur de noisette et de beurre salé,,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,,,Washed Rind,Croûte lavée,2016-02-03
1999,,Angelus,,Fromage au Village (Le),QC,Artisan,Artisanale,,http://http://fromagesduquebec.qc.ca/fr/fromageries/?fromagerie=Le_Fromage_au_Village,22,55,,,Mild cheese with a fresh creme taste,Fromage doux au bon goût de crème fraiche,Melting texture,Texture fondante,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
2000,,Pont Blanc (Le),,Fromagerie Au Gré des Champs,QC,Artisan,Artisanale,,http://www.augredeschamps.com,20,61,"Organic, this is a farmstead artisan-made cheese that is ladled into a mold.","Biologique, est un fromage fermier de fabrication artisanale, moulé à la louche.",Varies from one season to the next,Le goût varie au fil des saisons,Silky paste softens with time and its rind may show a dot of blue on the surface,Sa pâte fine et soyeuse devient coulante avec le temps et sa croûte se parsème parfois de bleu,60 days,60 jours,1,Soft Cheese,Pâte molle,Cow,Vache,,,Bloomy Rind,Croûte fleurie,2016-02-03
2001,,Grand Cheddar Réserve Spéciale,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,34,37,Aged naturally,Vieilli naturellement,Hazelnut flavour,Saveur de noisettes,,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,,,No Rind,Sans croûte,2016-02-03
2002,,Brie 4 Temps,Damafro,Damafro,QC,Industrial,Industrielle,http://www.damafro.ca/en/home.html,http://www.damafro.ca,30,50,The label changes with the seasons,L'étiquetage change au fil des saisons,,,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,,,Bloomy Rind,Croûte fleurie,2016-02-03
2003,,Camembert Petit Champlain (Le),Damafro,Damafro,QC,Industrial,Industrielle,http://www.damafro.ca/en/home.html,http://www.damafro.ca,26,50,,,,,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,,,Bloomy Rind,Croûte fleurie,2016-02-03
2004,,Tomme du Fleuve,,Fromagerie Champêtre,QC,Industrial,Industrielle,,http://www.fromageriechampetre.com,,,,,Fresh cream and butter flavour,Saveurs de crème et de bon beurre frais,,,30 to 45 days,30 à45 jours,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,,,Bloomy Rind,Croûte fleurie,2016-02-03
2005,,Le Phare de l'Île Ronde,,Fromagerie Champêtre,QC,Industrial,Industrielle,,http://www.fromageriechampetre.com,,,Soaked in fortified wine 5 year old La Fortune Rouge,Macéré au vin fortifié La Frotune Rouge de 5 ans,,,The rind is of an intense red,Sa croûte est d'un rouge intense,,,0,Firm Cheese,Pâte ferme,Cow,Vache,,,,,2016-02-03
2006,,Inspiré,,Fromagerie Domaine Féodal,QC,Artisan,Artisanale,,http://www.fromageriedomainefeodal.com,26,50,,,Farm cream taste,Goût de crème fermière,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,,,Bloomy Rind,Croûte fleurie,2016-02-03
2007,,Cheddar Littoral,,Fromagerie Ferme du littoral,QC,Farmstead,Fermière,,,30,42,,,Hazelnut flavour,Saveur de noisettes,,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
2008,,Fleur Saint-Michel,,Fromagerie du Terroir de Bellechasse (La),QC,Artisan,Artisanale,,http://http://www.fromagerieterroirbellechasse.com,25,48,Winner of Prix du Public in it's category - Selection Caseus 2011,Gagnant du Prix du Public dans sa catégorie - Selection Caseus 2011,Mild flavour of scapes,Douce saveur de fleur d'ail,Keeps it's initial shape and does not melt.,Conserve sa forme initiale et ne fond pas,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
2009,,Honfleur,,Fromagerie du Terroir de Bellechasse (La),QC,Artisan,Artisanale,,http://http://www.fromagerieterroirbellechasse.com,31,43,,,Mild cheddar seasoned with fine herbs,Cheddar doux assaisonné aux fines herbes,,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
2010,,P'tit Bronzé,,Fromagerie du Terroir de Bellechasse (La),QC,Artisan,Artisanale,,http://http://www.fromagerieterroirbellechasse.com,31,38,,,,"Cheddar doux, fumé au bois d'érable",Mild cheddar smoked with maple wood,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
2011,,St-Charles,,Fromagerie du Terroir de Bellechasse (La),QC,Artisan,Artisanale,,http://http://www.fromagerieterroirbellechasse.com,31,43,Steeped in berry porto,Macéré dans un porto de petits fruits,,,,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
2012,,St-Valier (Le),,Fromagerie du Terroir de Bellechasse (La),QC,Artisan,Artisanale,,http://http://www.fromagerieterroirbellechasse.com,25,48,Winner of the Prix du Public in it's category in 2012,Gagnant du Prix du Public en sa catégorie en 2012,,,Keeps it's original shape and does not melt,Conserve sa forme initiale et ne fond pas,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
2013,,ChamPaître (Le),,Fromagerie Éco-Délices,QC,Farmstead,Fermière,http://www.fromagescda.com/en/ecodelice.php,http://www.fromagescda.com/fr/ecodelice.php,28,46,Odeurs de champignon légèrement boisés,Aromas of slightly woody mushrooms,Subtle butter and almond flavours,Goût subtils de beurre et d'amandes,This supple cheese is ivory coloured and has a pleasing elaticity,Texture est souple et d'une belle élasticité et de couleur ivoire,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
2014,,Clef des Champs (La),,Fromagerie Éco-Délices,QC,Farmstead,Fermière,http://www.fromagescda.com/en/ecodelice.php,http://www.fromagescda.com/fr/ecodelice.php,28,46,Aroma of damp straw,Dégage des odeurs de paille humide,Fruity flavour compemented by hint of sugar and hazelnut,"Saveurs fruitées, présence de sucres et de noisettes","La croûte est de couleur blé, sa pâte est souple et parsemée de petits yeux ronds",Wheat-coloured rind with a subtle interior that is filled with small round eyes,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
2015,,Roy Léo,,Fromagerie F.X. Pichet,QC,Artisan,Artisanale,http://www.fromageriefxpichet.com/index.cfm,http://www.fromageriefxpichet.com/index.cfm,28,45,,,"It's flavour is reminiscent of Parmesan and Emmental cheeses, with a slightly citrusy aftertaste",Son goût s'apparente à un mélange de parmesan et d'emmenthal avec une note d'agrume en fin de bouche,It's texture is elastic and the rind is caramel coloured,Sa croûte à un ton caramel et la texture est élatique,5 months,5 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Raw Milk,Lait cru,,,2016-02-03
2016,,Ste-Anne,,Fromagerie F.X. Pichet,QC,Artisan,Artisanale,http://www.fromageriefxpichet.com/index.cfm,http://www.fromageriefxpichet.com/index.cfm,29,48,,,"Hints of fresh cream and salted butter, with a flavour of black olives","Des notes de crème fraîche et de beurre salé, saveur d'olives noires",,,2 months,2 mois,1,Soft Cheese,Pâte molle,Cow,Vache,Raw Milk,Lait cru,Washed Rind,Croûte lavée,2016-02-03
2017,,Normandinoise (Le),,Fromagerie La Normandinoise,QC,Farmstead,Fermière,,,30,45,,,"Available in the folowing flavours: scapes, dried tomatoes and basil and spices","Disponible dans les saveurs suivante: fleurs d'ail, tomates séchées et basilic et épices",,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
2018,,Roméo (Le),,Fromagerie La Normandinoise,QC,Farmstead,Fermière,,,31,39,,,,,,,1 year,1 an,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
2019,,Chemin Hatley,,Fromagerie La Station,QC,Farmstead,Fermière,http://www.fromagerielastation.com/index_en.shtml,http://www.fromagerielastation.com,30,41,,,Distinct floral and fruity aromas,Arômes floraux et fruités marqués,,,3 month,3 mois,1,Firm Cheese,Pâte ferme,Cow,Vache,Thermised,Thermisé,,,2016-02-03
2020,,Comtomme,,Fromagerie La Station,QC,Farmstead,Fermière,http://www.fromagerielastation.com/index_en.shtml,http://www.fromagerielastation.com,30,43,Rippened from wood boards from the farm,Affiné sur des planches de bois isssus de la ferme,Aroma of crab apples and butter,Arôme fruité de pommettes et de beurre,Copper coloured with an ivory-gold interior,Croûte cuivrée avec une pâte ivoire,3 to 5 months,3 à 5 mois,1,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Thermised,Thermisé,,,2016-02-03
2022,,Mélo Dieux (Le),,Fromagerie La Vache à Maillotte,QC,Artisan,Artisanale,http://www.vacheamaillotte.com/en/home/home.cfm,http://www.vacheamaillotte.com/fr/accueil/accueil.cfm,27,54,,,Fresh buttery taste with a touch of tartness,Goût de beurre avec une légère pointe d'acidité,"Dense white rind with a creamy, runny texture",Croûte dense de couleur blanche et une texture crémeuse et coulante à couleur ivoire,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
2023,,Rose,,Fromagerie La Vache à Maillotte,QC,Artisan,Artisanale,http://www.vacheamaillotte.com/en/home/home.cfm,http://www.vacheamaillotte.com/fr/accueil/accueil.cfm,29,46,,,"Mild salty, buttery taste",Goût doux de beurre salé,"Supple, ivry coloured with a pink waxed rind",Croûte cirée de couleur rose à une pâte ivoire et souple,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
2024,,Brie Mont-Laurier,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,23,55,,,"Mild flavour of hazelnuts, mushrooms and butter","Une douce saveur de noisette, de champignon et de beurre",,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
2025,,Voyageur (Le),,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,28,45,,,Light nutty flavour,Saveur légère de noix,,,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
